street_name,council_name,landfill_frequency,landfill_next,recycle_frequency,recycle_next,green_frequency,green_next
Swaran Court,Oakleigh South,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Tait Court,Oakleigh South,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Tecoma Court,Oakleigh South,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Tecoma Lane,Oakleigh South,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Telopea Court,Oakleigh South,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Traphina Court,Oakleigh South,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Tular Avenue,Oakleigh South,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Vanessa Court,Oakleigh South,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Vernal Road,Oakleigh South,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Washington Drive,Oakleigh South,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Wicks Court,Oakleigh South,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Yarra Court,Oakleigh South,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Centre Road,Oakleigh South,weekly,13/10/2023,fortnightly,13/10/2023,fortnightly,20/10/2023
Anita Court,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Canberra Street,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Church Road,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Dahmen Street,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Dyson Road,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Eel Race Road,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Emma Street,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Graham Lane,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Graham Road,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Kalimna Street,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Kemp Street,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Lewellin Grove,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Millicent Street,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Myola Lane,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Myola Street,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Nellie Lane,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Poulson Street,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Rigby Lane,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Rigby Street,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Smith Street,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Thelma Street,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Tonbridge Lane,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Tonbridge Street,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Valetta Street,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Village Lane,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Walkers Road,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Westley Street,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Whatley Lane,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Whatley Street,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Wright Street,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Mcleod Road,Carrum,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Amaroo Drive,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Amron Street,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Anton Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Aquilla Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Armistan Crescent,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Ashley Park Drive,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Bradina Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Broadbent Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Brolga Avenue,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Carrington Close,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Challenger Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Chelsea Park Drive,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Clarood Crescent,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Conway Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Dotterel Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Dryad Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Dunscombe Place,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Eamont Close,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Egret Drive,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Eighth Avenue,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Endeavour Drive,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Enmore Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Enterprize Avenue,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Fielding Drive,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Fifth Avenue,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
First Avenue,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Flora Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Fourth Avenue,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Fourth Lane,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Gerald Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Gruchy Avenue,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Hartwood Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Horne Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Immerset Drive,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Immerset Lane,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Isabella Close,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Jabiru Drive,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Jennison Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Kennedy Avenue,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Kestrel Close,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Kiwi Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Linton Close,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Lynne Street,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Lysander Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Mallard Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Mayo Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Mayo Lane,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Mint Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Moralla Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Muir Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Nariel Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Neptune Street,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Nimrod Rise,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Ninth Avenue,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Norman Avenue,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Olive Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Orana Place,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Panorama Drive,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Pelican Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Pickwick Place,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Piper Drive,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Platina Place,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Puffin Close,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Quail Close,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Rebecca Close,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Roche Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Sandpiper Close,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Seccull Drive,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Second Avenue,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Seventh Avenue,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Sixth Avenue,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Skye Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Smyth Street,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Snipe Close,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Sutton Street,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Talab Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Tarana Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Teresa Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Tern Close,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Third Avenue,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Tikanti Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Wells Lane,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Wells Road,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Wells Road(North Bound Service Road),Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Wilton Close,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Zeus Court,Chelsea,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Thompson Road,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Acacia Crescent,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Adelong Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Admirals Quay,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Alexander Circle,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Alkira Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Ariel Way,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Arrunga Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Balarang Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Beachcomber Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Binda Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Boloka Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Bream Bay,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Brigantine Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Castaway Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Clematis Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Clipper Island,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Cocos Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Colac Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Coral Island Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Cossar Place,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Cullen Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Curlew Point Drive,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Daniel Close,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Domain Mews,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Erinka Crescent,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Gladesville Boulevard,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Governor Arthur Drive,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Grevillea Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Gull Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Hannalore Way,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Harbour Drive,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Hatteras Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Ibis Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Illawong Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Iluka Island,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Inner Harbour Drive,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Inner Harbour Lane,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Kalang Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Keeling Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Kerr Lane,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Kulanda Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Kurrawa Crescent,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Lady Barlow Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Lady Nelson Walk,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Lady Wellington Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Lagoon Place,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Lara Place,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Learmonth Road,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Legana Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Long Island Point,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Lord Rodney Drive,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Manhattan Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Mariners Island,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Marlin Bay,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Mcleod Road,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Mermaid Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Moina Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Myola Street,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Myuna Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Nanda Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Nautilus Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Neptune Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Ocean Lane,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Ocean Reef Drive,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Oceanic Drive,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Old Wells Road,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Palm Beach Drive,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Palm Island Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Pitcairn Place,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Plover Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Portal Place,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Prince Albert Mews,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Rhode Island,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Riverside West,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Royal Charlotte Drive,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Salmon Bay,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Sandridge Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Schooner Bay Drive,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Scott Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Seafarer Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Shell Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Snapper Point Drive,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Solway Close,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Sovereign Close,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Starboard Lane,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Staten Island,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Stephanie Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Sun Rise,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Swallow Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Tasman Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Terrigal Drive,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
The Parkway,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Tiller Lane,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Tingara Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Tori Place,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Town Lane,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Tradewinds Lane,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Trinity Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Tumut Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Wadsley Road,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Webster Drive,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Wells Road,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Wetland Drive,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
William Salthouse Way,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Wyong Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Yass Court,Patterson Lakes,weekly,16/10/2023,fortnightly,16/10/2023,fortnightly,23/10/2023
Alexandra Street,Aspendale Gardens,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Alleyne Avenue,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Alleyne Lane,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Attwell Lane,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Bondi Lane,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Bondi Road,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Breeze Lane,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Breeze Street,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Brixton Street,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Broadway,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Cannes Avenue,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Cirrus Street,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Coast Banksia Drive,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Crown Road,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Derby Parade,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Devon Court,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Fowler Street,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Genoa Avenue,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Glenbrook Avenue,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Golden Avenue,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Golden Lane,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Haldane Street,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Harding Avenue,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Harding Lane,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Harold Street,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Ilma Grove,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Irish Court,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Josef Lane,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Karadoc Court,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Lord Weaver Grove,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Marina Grove,Bonbeach,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
