council_name,street_name,landfill_frequency,landfill_next,recycle_frequency,recycle_next,green_frequency,green_next
Burwood,Octavia Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Burwood,Park Avenue,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Burwood,Pescott Close,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Burwood,Pinoak Close,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Burwood,Rodway Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Burwood,Sixth Avenue,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Burwood,Stephens Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Burwood,Webb Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Burwood,Woolcock Close,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Burwood,Zodiac Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Allister Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Alluvium Way,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Barton Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Bass Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Bicton Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Brand Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Brenda Avenue,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Carolina Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Castlereagh Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Cinnabar Avenue,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Clovelly Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Coronation Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Corowa Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Cratloe Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Crofton Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Darbyshire Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Dart Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Davison Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Debbie Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Dell Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Dennyse Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Derham Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Elm Grove,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Emerald Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Esperance Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Essex Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Eton Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Fairview Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Federal Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Fir Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Flame Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Florida Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Fort Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Gary Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Gillian Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Glenarm Place,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Gloucester Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Gordon Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Gross Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Hayfield Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Headingley Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Heleus Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Herbert Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Hilda Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Hillside Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Hilsea Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Hilton Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Hovea Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Huxtable Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Iona Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Ivy Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Jacqueline Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Josephine Avenue,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Joy Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Jubilee Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Kallay Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Kalmia Avenue,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Kathleen Avenue,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Kay Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Kellaway Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Kendall Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Kiers Avenue,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Kimberley Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Kingston Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Larch Crescent,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Laura Grove,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Lechte Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Leeds Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Lewis Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Leyland Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Lilac Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Lucerne Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Lynden Grove,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Lynn Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Magenta Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Magna Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Maple Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Marcus Avenue,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Marianne Way,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Marsham Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Maureen Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Merton Close,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Meteor Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Midway Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Milliara Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Milloo Crescent,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Monica Close,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Monomeith Crescent,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Muir Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Napier Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Nellie Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Nethercote Drive,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Neva Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Nicholson Avenue,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Norman Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Norray Avenue,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Oak Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Oak Hill Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Ochre Place,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Ormiston Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Outlook Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Palm Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Pamay Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Park Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Pascall Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Penleigh Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Pindan Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Prospect Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Purse Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Quaintance Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Quinton Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Rae Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Rainbow Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Ralph Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Randall Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Redmond Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Richard Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Riviera Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Roe Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Roland Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Royal Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Runnymede Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Seaview Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Sefton Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Sesame Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Severn Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Sim Street,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Simpson Drive,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Solferino Close,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,St Johns Wood Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Stephensons Place,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Stocks Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Sunhill Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Surrey Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Susan Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Swayfield Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Tarella Drive,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,The Close,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Tinto Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Trevor Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Tyne Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Vermilion Place,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Vista Avenue,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Walker Road,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Warren Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Westaby Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Mount Waverley,Wortley Avenue,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Glen Waverley,Nestan Court,fortnightly,16/10/2023,fortnightly,23/10/2023,weekly,16/10/2023
Glen Waverley,Acacia Grove,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Amethyst Avenue,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Annandale Crescent,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Armour Close,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Arran Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Aurisch Avenue,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Avalon Avenue,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Ayr Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Balfour Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Banner Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Bolan Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Boronia Drive,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Brighton Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Browning Drive,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Brush Grove,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Buller Drive,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Cairn Grove,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Camelot Drive,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Camino Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Campbell Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Canova Drive,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Capital Avenue,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Carmichael Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Castle Close,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Cedar Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Champion Crescent,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Chandler Road,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Chapel Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Chatswood Close,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Cherry Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Chesterville Road,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Chivalry Avenue,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Clivejay Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,College Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Compton Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Coomleigh Avenue,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Coral Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Corunna Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Courage Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Crabapple Close,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Crown Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Crows Lane,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Cumberland Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Cypress Avenue,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Darri Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Dawn Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Delmore Crescent,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Diamond Avenue,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Dinadan Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Doon Avenue,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Dubbo Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Dumfries Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Edinburgh Avenue,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Epworth Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Eriden Close,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Excalibur Avenue,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Fernhurst Drive,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Ferres Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Fiona Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Floreat Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Folkestone Road,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Foxley Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Foy Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Fran Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Galahad Crescent,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Gareth Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Garwain Parade,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Gauntlet Avenue,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Gaynor Crescent,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Glenleigh Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Golden Grove,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Grail Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Grantley Drive,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Guinevere Parade,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Gymea Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Gyton Avenue,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Hallows Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Hammence Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Harber Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Harvie Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Hector Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Herald Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Highbury Road,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Highvale Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Highvale Road,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Howqua Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Inglis Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Jousting Place,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Kaldor Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Karou Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Kenilworth Crescent,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Kent Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Kiah Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Knights Drive,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Knightsbridge Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Kuebler Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Kwinana Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Zola Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Lanark Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Lancelot Crescent,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Landridge Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Larpent Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Latham Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Layton Court,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Leewarra Drive,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Legend Avenue,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Lemair Avenue,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Lennox Avenue,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
Glen Waverley,Lindwall Street,fortnightly,23/10/2023,fortnightly,16/10/2023,weekly,16/10/2023
